SR.No,text,Timestamp,Username,Platform,Hashtags,Retweets,Likes,Country,preprocessed_text,sentiment_score,sentiment_label
153, Contentment in the embrace of a loved one.           ,12-11-2010 20:20, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30,60, India    ,contentment embrace loved one,0.8271,Positive
154, Serenity found in the beauty of a sunset by the sea.  ,22-07-2011 18:30, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22,45, Canada     ,serenity found beauty sunset sea,0.5859,Positive
155, Gratitude for the small joys that each day brings.   ,30-03-2012 11:20, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15,30, Australia   ,gratitude small joys day brings,0.7579,Positive
156, Hopeful about the potential for personal growth.      ,05-10-2013 16:40, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18,35, UK       ,hopeful potential personal growth,0.7096,Positive
157, Empowerment through learning a new skill.            ,10-07-2014 13:15, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25,50, India   ,empowerment learning new skill,0.0,Neutral
158, Compassion in volunteering for a local charity.       ,18-12-2015 14:20, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18,35, USA      ,compassion volunteering local charity,0.7003,Positive
159, Tenderness in a quiet moment shared with a pet.      ,10-02-2016 19:45, PetLove         , Twitter  , #Tenderness #PetLove                          ,25,50, Canada   ,tenderness quiet moment shared pet,0.6369,Positive
160, Arousal of excitement for an upcoming festival.       ,25-09-2017 11:30, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20,40, UK ,arousal excitement upcoming festival,0.7506,Positive
161, Enthusiasm for a DIY home improvement project.       ,15-04-2018 16:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15,30, Australia   ,enthusiasm diy home improvement project,0.7096,Positive
162, Fulfillment in completing a challenging puzzle.      ,28-11-2019 18:20, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22,45, India    ,fulfillment completing challenging puzzle,0.1531,Positive
163, Reverence for the wonders of nature on a hiking trail.,11-05-2020 15:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18,35, USA        ,reverence wonders nature hiking trail,0.0,Neutral
164, Elation after a surprise reunion with a childhood friend.,05-02-2021 09:30, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25,50, Canada      ,elation surprise reunion childhood friend,0.7783,Positive
165, Suffering from despair after another setback.      ,10-03-2021 08:30, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5,10, USA          ,suffering despair another setback,-0.6597,Negative
166," Overwhelmed by grief, missing a loved one dearly.  ",05-07-2022 15:45, MourningHeart     , Instagram , #Grief #Loss                                   ,8,15, Canada          ,overwhelmed grief missing loved one dearly,0.3612,Positive
167, Loneliness creeps in as the night grows colder.    ,18-11-2019 21:20, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10,20, UK           ,loneliness creeps night grows colder,-0.4215,Negative
168, Jealousy consumes me as I witness others' success. ,12-08-2020 11:30, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12,25, India        ,jealousy consumes witness others success,0.34,Positive
169, Resentment building up over past betrayals.        ,22-05-2018 14:45, BitterHeart       , Instagram , #Resentment #Bitterness                       ,7,15, Australia     ,resentment building past betrayals,-0.4404,Negative
170, Frustration mounts as obstacles block my path.     ,30-01-2017 16:10, BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10,20, USA          ,frustration mounts obstacles block path,-0.8225,Negative
171," Boredom sets in, the day feels endlessly dull.     ",28-09-2016 19:45, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        ,boredom sets day feels endlessly dull,-0.6124,Negative
172," Anxiety grips my heart, worry clouds my thoughts.  ",15-04-2019 09:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12,25, UK           ,anxiety grips heart worry clouds thoughts,-0.5574,Negative
173, Intimidation by the unknown future ahead.          ,03-12-2021 18:30, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15,30, India        ,intimidation unknown future ahead,-0.4215,Negative
174, Helplessness sinks in as challenges pile up.       ,20-06-2020 14:20, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8,15, Australia    ,helplessness sinks challenges pile,-0.4215,Negative
175, Envy eats away at me as I see others' prosperity.  ,07-11-2018 11:30, CovetousMind     , Instagram , #Envy #Desire                                ,10,20, Canada        ,envy eats away see others prosperity,-0.2732,Negative
176, Regret over missed opportunities haunts my thoughts.,25-08-2017 16:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12,25, UK           ,regret missed opportunities haunts thoughts,-0.5267,Negative
177, Disgust at the sight of injustice and cruelty.     ,11-02-2019 09:45, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7,15, India        ,disgust sight injustice cruelty,-0.91,Negative
178," Drowning in despair, hope slipping through my fingers.",02-04-2016 20:20, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10,20, USA          ,drowning despair hope slipping fingers,0.1531,Positive
179," Grief weighs heavy, tears a constant companion.    ",18-10-2015 15:30, TearfulSoul      , Facebook , #Grief #Tears                                ,12,25, Canada        ,grief weighs heavy tears constant companion,-0.6249,Negative
180," Loneliness in a crowded room, a silent cry for connection.",12-07-2019 18:10, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            ,loneliness crowded room silent cry connection,-0.7096,Negative
181," Jealousy gnaws at my confidence, a toxic emotion.  ",03-06-2018 16:30, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8,15, India         ,jealousy gnaws confidence toxic emotion,0.25,Positive
182," Resentment festers, poisoning relationships.       ",15-01-2022 12:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    ,resentment festers poisoning relationships,-0.7717,Negative
183," Frustration boils over, a volcanic eruption of emotions.",10-04-2017 14:45, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12,25, USA          ,frustration boils volcanic eruption emotions,-0.4767,Negative
184," Boredom settles like dust, life feels mundane.     ",28-11-2016 19:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7,15, Canada        ,boredom settles like dust life feels mundane,0.0516,Positive
185," Anxiety grips my chest, a relentless grip on my thoughts.",05-09-2018 09:30, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10,20, UK            ,anxiety grips chest relentless grip thoughts,-0.128,Negative
186," Intimidation by the challenges ahead, fear takes hold.",22-10-2021 18:30, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15,30, India         ,intimidation challenges ahead fear takes hold,-0.6908,Negative
187," Helplessness engulfs me, drowning in a sea of problems.",08-05-2019 14:20, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8,15, Australia    ,helplessness engulfs drowning sea problems,-0.7003,Negative
188," Envy poisons my thoughts, coveting others' success.",20-03-2017 11:30, GreenEyedMonster , Facebook , #Envy #Success                              ,10,20, Canada        ,envy poisons thoughts coveting others success,-0.2732,Negative
189, Regret for decisions that led to a painful present.,15-12-2018 16:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12,25, USA          ,regret decisions led painful present,-0.6908,Negative
190, Disgust at the corruption that stains society.     ,01-07-2016 09:45, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7,15, UK            ,disgust corruption stains society,-0.5994,Negative
191," Sinking in despair, each day darker than the last. ",20-08-2020 20:20, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10,20, India         ,sinking despair day darker last,-0.3182,Negative
192," Grief overwhelms, a storm of emotions within.      ",25-02-2021 15:30, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12,25, Canada        ,grief overwhelms storm emotions within,-0.6124,Negative
193," Loneliness echoes in empty spaces, yearning for connection.",12-09-2019 18:10, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     ,loneliness echoes empty spaces yearning connection,-0.4767,Negative
194," Jealousy poisons my thoughts, resentment brewing within.",05-08-2018 16:30, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8,15, USA           ,jealousy poisons thoughts resentment brewing within,-0.836,Negative
195," Resentment festers, a wound that refuses to heal.  ",12-01-2017 12:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10,20, India         ,resentment festers wound refuses heal,-0.4404,Negative
196," Frustration escalates, a thunderstorm of emotions. ",05-04-2022 14:45, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12,25, UK            ,frustration escalates thunderstorm emotions,-0.4767,Negative
197," Boredom lingers, a stagnant pool of indifference.  ",02-10-2021 19:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7,15, Canada        ,boredom lingers stagnant pool indifference,-0.3612,Negative
198," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",15-04-2023 10:15, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15,30, USA          ,embarking journey discovery fueled curiosity thirst knowledge,0.0,Neutral
199," Lost in the vast sea of information, an indifferent wave in the digital ocean. ",28-11-2022 17:30, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7,15, Canada          ,lost vast sea information indifferent wave digital ocean,-0.4767,Negative
200," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",02-04-2020 09:45, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10,20, UK           ,complex puzzle life leaves state perpetual confusion seeking answers chaos,-0.7096,Negative
201," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",10-08-2021 14:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8,15, India        ,numbness settles shield overwhelming emotions life throws way,-0.2732,Negative
202," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",18-06-2019 20:45, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12,25, Australia     ,gazing sunset melancholic longing moments slip fingers time,-0.1027,Negative
